file,org,doc_type,effective_date,applies_to,banned_uses,permitted_uses,phi_rule,disclosure_rule,assessment_rule,secure_tools_named,enforcement,aamc_alignment
raw/us-med-schools/stanford-md--genai-policy-3-32.md,Stanford University School of Medicine (MD Program),formal policy,handbook section 3.32 (date unknown),students (MD and MSPA),patient-identifying information or PHI in public AI tools (strictly forbidden);AI on closed-book exams or restricted-internet assignments;AI tools listed as authors on scholarly works,"learning and clarification, grammar/style editing; faculty-authorized tasks per syllabi; clinical documentation only per clinical-site policies/EHR support and HIPAA",The use of patient-identifying information or protected health information (PHI) in public AI tools is strictly forbidden.,"any substantial contributions from AI tools on assignments, presentations, and scholarly abstracts or proposals must be disclosed and properly cited","AI use discouraged for activities where students are evaluated on their own knowledge or skills, unless faculty permission granted",Stanford Healthcare Secure GPT;Stanford AI Playground (securegpt.stanfordhealthcare.org; aiplayground.stanford.edu),violations may result in disciplinary action per School of Medicine academic integrity and professional conduct policies,no
raw/us-med-schools/stony-brook--academic-integrity-generative-ai.md,Stony Brook University,guidance,,students,,instructors may encourage use for specific purposes and assignments,,,,ChatGPT (named as example),,no
raw/us-med-schools/tamu--ai-use-guidelines-and-ethics.md,Texas A&M University,guidance,,faculty;students;staff,requiring students to create accounts with non-university AI tools that share personal information,university-approved AI tools; faculty model responsible use,,clearly document AI-generated content; properly attribute AI-assisted contributions in research and academic work,faculty must inform students when AI tools are used in the course and how they impact learning and assessment,,AI use must not violate academic integrity policies; regular privacy audits recommended,no
raw/us-med-schools/temple--guidelines-for-generative-artificial-intelligence.md,Temple University,guidance,2024-09-04,students;faculty;staff,any GenAI use with non-public data without pre-approval from Office of Information Security/CISO,public-data uses; pre-approved instances,,Ensure transparency regarding your use of GenAI.,,ChatGPT;Google Gemini;Perplexity;Poe;Microsoft CoPilot (named as public examples),,no
raw/us-med-schools/tufts-university--genai-guidelines-risks-tools.md,Tufts University,guidance,,students;faculty;staff,,university-supported AI tools complying with security/privacy policies,none,,,Tufts approved/supported AI tools list,,no
raw/us-med-schools/tufts-university--it-guidance-using-ai.md,Tufts University Technology Services,guidance,,faculty;staff;students,"unapproved AI tools for Tufts business, instruction, research, or administration without review and approval (especially with institutional data)","Tufts-approved, licensed, or supported tools (reviewed for privacy, security, accessibility, contracts)","AI use must comply with all applicable laws and regulations, including ... FERPA HIPAA ...","students: AI does not transfer ownership/authorship and may affect originality, citation, integrity requirements",,Tufts approved AI tools list (TTS),,no
raw/us-med-schools/tulane--it-guide-generative-ai-platforms.md,Tulane University IT / Provost's Office,guidance,,students;faculty;staff,"GenAI for high-risk activities (e.g., hiring, student assessments, legal matters) without consulting Tulane IT and Information Security",approved platforms; ILC/CELT teaching guidance,"your use of generative AI tools must comply with applicable federal and state laws (such as FERPA and HIPAA), university policies...","disclose the use of generative AI tools in academic, educational, and research-related activities",,Microsoft Copilot (enterprise-grade);ChatGPT;Claude;BoodleBox (workshops),,no
raw/us-med-schools/tulane--provost-faculty-guide-using-generative-ai.md,Tulane University Provost,guidance,,faculty,,best practices for responsible GenAI use; professional development encouraged,,,,,,no
raw/us-med-schools/u-rochester--provost-genai-use-in-education.md,University of Rochester Office of the Provost,guidance,,faculty;staff;students,assume GenAI use is not permitted unless instructor says otherwise;uploading non-public or sensitive University information into public AI tools (free or paid) absent an approved vendor agreement,"GenAI as personal tutor, summarizing, idea generation, drafting, self-testing; instructor course-design uses",Non-public or sensitive University information should never be uploaded into public AI tools—whether free or paid—unless there is a university agreement with the vendor approved by ... AI governance groups.,"Faculty, staff, peer educators, and students should disclose when their work has been created, whole or in part, with a GenAI tool; specify how used, reflect on biases",maintain human oversight in grading and feedback; watch GenAI inaccuracies and biases,ChatGPT;Google Gemini;Microsoft CoPilot;ClaudeAI;Stable Diffusion;Midjourney (examples),,no
raw/us-med-schools/uab--ai-policies-and-expectations.md,University of Alabama at Birmingham,guidance,,,,,existing policies on HIPAA and privacy continue to apply to AI use,,,,"established policies on data protection, academic integrity, research conduct, clinical care, procurement, IP applied to AI",no
raw/us-med-schools/uab--ai-usage.md,University of Alabama at Birmingham,guidance,,faculty;students;clinicians,patient information and PHI must not be entered into public or unauthorized AI tools;draft manuscripts/unpublished data into unauthorized or public tools;NIH prohibits generative AI in peer review,UAB-approved AI tools with non-sensitive information; CTL resources for teaching; approved clinical AI within approved systems,Patient information and PHI must not be entered into public or unauthorized AI tools.,publishers incl. ICMJE followers require transparency and disclosure of AI-assisted technologies,,,,no
raw/us-med-schools/uab--responsible-ai.md,University of Alabama at Birmingham,guidance,,,,,none,,,,,no
raw/us-med-schools/uchicago-pritzker--academic-policies-procedures.md,University of Chicago Pritzker School of Medicine,handbook section,,students,,,lecture recording restricted for sessions involving patients and/or sensitive patient information,,,,,no
raw/us-med-schools/uchicago-pritzker--ascend-ai-education.md,University of Chicago Pritzker School of Medicine,guidance,,faculty;students,,enterprise AI tools; best practices for GenAI in letters of recommendation,,,,Claude Enterprise;ChatUCM;PhoenixAI,"ASCEnD to shape educational policies on responsible AI use (academic integrity, data privacy) with Curriculum and Education Policy Committee",no
raw/us-med-schools/uchicago-pritzker--university-genai-guidance.md,University of Chicago,guidance,,faculty;staff;researchers;students,confidential data (incl. HIPAA patient data) with publicly available generative AI tools without prior security/privacy review;NIH peer-review AI prohibition;vendor training on University data not permitted,,"This includes personally identifiable employee data, FERPA-covered student data, HIPAA-covered patient data",,,PhoenixAI;ChatGPT;Microsoft Copilot;Google Gemini; approved-tools list updated bi-monthly by CTO/CISO,,no
raw/us-med-schools/ucla-dgsom--responsible-use-principles.md,UCLA Digital Technology Services,guidance,,students;instructors,,instructors clarify and communicate acceptable GenAI uses; encryption/MFA safeguards,,UCLA Student Conduct Code: submissions must be the student's own work or clearly acknowledge the source,,,,no
raw/us-med-schools/ucsf-som--bridges-curriculum-genai-usage-policy.md,UCSF Medical Education,formal policy,updated 2024-12-10; last procedural update 2026-08-11,students;GME trainees;staff;faculty,"any AI tools for sensitive UCSF data including identified or de-identified patient, personnel, confidential, proprietary materials on commercial platforms;AI for activities evaluating students' own knowledge or skills unless faculty permission","ChatGPT Enterprise (UCSF Azure OpenAI platform) for students, faculty, staff including patient care at UCSF Health sites; anonymized general inputs","generative AI tool is allowed for students, faculty, and staff including patient care activity at UCSF Health sites because it is HIPAA compliant and approved for UCSF data including patient information.",(not stated beyond verification duty),AI prohibited for activities in which students are evaluated as representing their own knowledge or skills unless explicitly permitted,ChatGPT Enterprise (UCSF Azure OpenAI); commercial ChatGPT/Claude/Gemium etc. prohibited for sensitive data,violations considered academic misconduct; approved by Committee on Curriculum and Educational Policy,no
